"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito de compras","Agregar 1 producto con 2 cantidades al carrito de compras","FAILURE","2025-05-29T12:14:48.2614662-05:00[America/Bogota]","0.0","34.2"
