"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito de compras","Agregar 1 producto con 2 cantidades al carrito de compras","FAILURE","2025-05-29T11:16:33.1158569-05:00[America/Bogota]","0.0","82.93"
