"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito de compras","Agregar 2 producto con 5 cantidades al carrito de compras","ERROR","2025-05-30T12:48:07.6206615-05:00[America/Bogota]","0.0","21.29"
