"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito de compras","Agregar 2 producto con 5 cantidades al carrito de compras","ERROR","2025-05-29T13:53:36.8627-05:00[America/Bogota]","0.0","75.5"
